name,length,geometry
Norfolk Street,666.8129999999999,"LINESTRING (-73.9883771 40.7164549, -73.988321 40.7165622, -73.9879425 40.7172899, -73.9879116 40.7173479, -73.987879 40.717409, -73.9878484 40.7174684, -73.9874985 40.7181469, -73.9874536 40.7182326, -73.9873747 40.7183868, -73.9873419 40.7184505, -73.9873242 40.7184839, -73.9867747 40.7195504, -73.9867535 40.7195914, -73.9867253 40.7196459, -73.9861819 40.7207001, -73.986157 40.7207483, -73.9861282 40.7208017, -73.9856118 40.7217897, -73.9855798 40.7218502, -73.9855447 40.7219214, -73.9854838 40.7220363)"
East 18th Street,1068.263,"LINESTRING (-73.9918061 40.7385111, -73.9916814 40.7384583, -73.9902254 40.7378413, -73.9901393 40.7378047, -73.9900295 40.7377602, -73.9892013 40.7374111, -73.988724 40.7372099, -73.9886291 40.7371699, -73.9885174 40.7371225, -73.9884464 40.7370926, -73.9870557 40.7365058, -73.9869673 40.7364685, -73.9868737 40.7364289, -73.9857427 40.7359517, -73.9855057 40.7358517, -73.985362 40.7357911, -73.985227 40.7357341, -73.9848984 40.7355954, -73.9832425 40.7348964, -73.9831222 40.7348458, -73.9830392 40.7348108, -73.9830035 40.7347953, -73.980896 40.7339069, -73.9807369 40.7338271)"
West 130th Street,592.253,"LINESTRING (-73.9460975 40.8121726, -73.9459364 40.8121043, -73.9458194 40.8120551, -73.9452322 40.8118027, -73.943349 40.8110151, -73.9432528 40.8109749, -73.9430908 40.8109081, -73.9429961 40.8108684, -73.9400459 40.8096319, -73.9399455 40.8095866)"
East 118th Street,1399.3370000000002,"LINESTRING (-73.945508 40.801971, -73.9453789 40.8019183, -73.9450462 40.8017754, -73.9443505 40.8014808, -73.944015 40.8013395, -73.9439003 40.8012913, -73.9437935 40.8012452, -73.9427901 40.800825, -73.9424925 40.800702, -73.9424116 40.8006686, -73.9421598 40.8005608, -73.942094 40.8005333, -73.9407673 40.7999795, -73.9406719 40.7999397, -73.9405771 40.7998997, -73.9392033 40.7993201, -73.9391942 40.7993157, -73.9390621 40.7992528, -73.9389447 40.7992033, -73.9369574 40.7983653, -73.9368206 40.7983076, -73.9367486 40.7982773, -73.9367058 40.7982593, -73.9360691 40.7979907, -73.9358873 40.797914, -73.9345948 40.7973689, -73.9345618 40.797355, -73.9344558 40.7973103, -73.9343273 40.7972561, -73.9324034 40.7964447, -73.9323365 40.7964165, -73.9322087 40.7963627, -73.9320839 40.7963087, -73.9320391 40.7962897, -73.9309878 40.7958438)"
East 31st Street,834.8659999999999,"LINESTRING (-73.9772801 40.7428856, -73.9774027 40.7429366, -73.9793702 40.7437641, -73.9795108 40.7438234, -73.9796448 40.7438807, -73.9803974 40.7441974, -73.9806091 40.7442857, -73.9810105 40.7444538, -73.9811045 40.744495, -73.9812159 40.7445439, -73.9825903 40.7451215, -73.9826672 40.7451552, -73.9827891 40.7452064, -73.9828613 40.745237, -73.9842494 40.7458185, -73.9843457 40.7458588, -73.9844525 40.7459038, -73.985825 40.7464815, -73.9859434 40.7465313)"
West 53rd Street,1677.341,"LINESTRING (-73.9758441 40.7604084, -73.9759535 40.7604534, -73.9759636 40.7604576, -73.9768604 40.760839, -73.9780752 40.7613592, -73.9782277 40.7614232, -73.9786703 40.7616163, -73.9789315 40.7617184, -73.9790635 40.7617737, -73.9791993 40.7618308, -73.979533 40.761971, -73.9800788 40.7622003, -73.9803141 40.7622984, -73.980347 40.7623121, -73.9806387 40.7624338, -73.9807493 40.762481, -73.9812302 40.7626839, -73.9815365 40.7628128, -73.9816028 40.7628407, -73.9817794 40.7629149, -73.9818975 40.7629646, -73.98203 40.7630203, -73.982735 40.7633167, -73.9827672 40.7633301, -73.9829033 40.763382, -73.9829765 40.7634128, -73.9842275 40.7639421, -73.9846181 40.7641074, -73.9847413 40.7641596, -73.9848469 40.7642045, -73.9848837 40.7642201, -73.987449 40.7653112, -73.9875752 40.7653658, -73.9877173 40.7654274, -73.9903143 40.7665019, -73.9904253 40.766548, -73.9905494 40.7666213, -73.9913298 40.766928, -73.9915783 40.7670344, -73.9931306 40.7677045, -73.9932376 40.767752)"
Park Avenue,728.637,"LINESTRING (-73.93986 40.803701, -73.9398146 40.8037619, -73.9394316 40.8042757, -73.9393933 40.8043271, -73.9393488 40.8043862, -73.9389538 40.8049107, -73.9388881 40.8049979, -73.9388159 40.8050973, -73.9384385 40.8056167, -73.9384003 40.8056693, -73.9383483 40.8057433, -73.9380055 40.8062407, -73.9379986 40.8062508, -73.9379637 40.8063016, -73.9379277 40.8063541, -73.9379148 40.8063719, -73.9379122 40.8063755, -73.9375512 40.8068742, -73.9375205 40.8069166, -73.9374708 40.8069847, -73.9370934 40.8075021, -73.9370575 40.8075512, -73.9370154 40.8076093, -73.936644 40.8081227, -73.9366047 40.8081768, -73.9365608 40.8082356, -73.9361901 40.8087321, -73.9361311 40.8088106, -73.9360851 40.8088741, -73.9357282 40.8093675, -73.935677 40.8094377)"
Park Avenue,718.6899999999998,"LINESTRING (-73.9782873 40.7515122, -73.9783234 40.7514576, -73.9783283 40.7514503, -73.9786831 40.7509541, -73.9787155 40.7508917, -73.9787456 40.7508231, -73.9791067 40.750319, -73.9791468 40.750263, -73.9791857 40.7502071, -73.9795543 40.7497039, -73.9795963 40.7496466, -73.9796381 40.7495888, -73.9800024 40.749084, -73.9800466 40.7490228, -73.9800856 40.7489689, -73.9804457 40.7484729, -73.9804866 40.7484166, -73.9805344 40.7483517, -73.9809019 40.7478525, -73.9809459 40.7477928, -73.9809909 40.7477336, -73.9813841 40.7472167, -73.9814462 40.747127, -73.981515 40.7470349, -73.981872 40.7465333, -73.9819128 40.7464559, -73.9819404 40.7463937, -73.9821711 40.7460389, -73.9822821 40.745875, -73.9823245 40.7458228)"
Park Avenue,656.626,"LINESTRING (-73.9822189 40.7457757, -73.9821719 40.7458284, -73.9818282 40.746305, -73.9817977 40.7463331, -73.9817513 40.7463887, -73.9816935 40.746452, -73.9813409 40.7469563, -73.9812534 40.7470595, -73.9811908 40.7471348, -73.9807987 40.7476573, -73.9807534 40.7477176, -73.9807143 40.7477716, -73.9803502 40.7482739, -73.980302 40.7483404, -73.9802616 40.748396, -73.9799021 40.7488914, -73.9798635 40.7489448, -73.9798186 40.7490063, -73.9794494 40.7495083, -73.9794069 40.7495663, -73.9793654 40.7496234, -73.9789998 40.7501261, -73.9789567 40.7501829, -73.9789163 40.750236, -73.9786965 40.750545, -73.9785946 40.7507584, -73.9785736 40.7508351, -73.9785495 40.7508992, -73.9785244 40.7509627)"
East 81st Street,1537.366,"LINESTRING (-73.9468096 40.7715895, -73.9469967 40.7716668, -73.9471185 40.7717169, -73.9472505 40.7717714, -73.9493419 40.7726561, -73.9494733 40.7727093, -73.9496052 40.7727626, -73.9512565 40.7734598, -73.9515921 40.7736017, -73.9517225 40.7736593, -73.9518272 40.7737053, -73.9518629 40.7737207, -73.9524629 40.7739729, -73.9539615 40.7746106, -73.9540058 40.7746288, -73.9540995 40.774666, -73.9542184 40.7747141, -73.9562075 40.7755387, -73.9563382 40.7755929, -73.9564706 40.7756498, -73.9578401 40.7762382, -73.957939 40.7762807, -73.9580454 40.7763259, -73.9593544 40.7768814, -73.9594687 40.7769299, -73.9596488 40.7770056, -73.9597609 40.7770521, -73.96106 40.7775906, -73.9611664 40.7776355, -73.9612875 40.7776868, -73.9626729 40.7782728, -73.962763 40.7783119)"
West 119th Street,1131.815,"LINESTRING (-73.9450492 40.8026041, -73.9451728 40.8026562, -73.9451822 40.8026602, -73.9481201 40.8038983, -73.9482051 40.803934, -73.9483526 40.8039962, -73.94844 40.8040329, -73.9509194 40.8050744, -73.9510272 40.8051196, -73.9511908 40.8051884, -73.9513055 40.8052365, -73.9526727 40.8058108, -73.9528064 40.805867, -73.9529521 40.8059284, -73.9538527 40.8063081, -73.9539576 40.8063523, -73.9540697 40.8063996, -73.9553148 40.8069246, -73.9554122 40.8069655, -73.9555131 40.8070077, -73.9559896 40.8072089, -73.9566241 40.8074764, -73.9566809 40.8075002, -73.9568013 40.8075511)"
West 14th Street,818.5469999999999,"LINESTRING (-73.99968 40.7385578, -73.9998072 40.7386063, -74.0001941 40.7387663, -74.000331 40.7388233, -74.0003767 40.7388467, -74.0004671 40.7388927, -74.0005425 40.7389276, -74.0016834 40.7394065, -74.0020341 40.7395519, -74.002375 40.7396956, -74.0024948 40.7397428, -74.0026637 40.7398087, -74.0031216 40.7399972, -74.0050428 40.740807, -74.005128 40.740847, -74.0052344 40.7408956, -74.0054364 40.740988, -74.0055012 40.7410139, -74.0058234 40.7411486, -74.0069928 40.7416402, -74.0076148 40.7418974, -74.0080849 40.7420909, -74.0081752 40.7421277)"
West 35th Street,1678.0229999999997,"LINESTRING (-73.9840723 40.7491052, -73.9841932 40.7491555, -73.9842068 40.7491612, -73.9849092 40.7494537, -73.9870355 40.7503511, -73.9871766 40.7504121, -73.9872874 40.7504574, -73.9874078 40.7505092, -73.9876638 40.7506157, -73.9878205 40.7506824, -73.9879154 40.7507232, -73.9900137 40.7516081, -73.9901341 40.7516588, -73.9902669 40.7517149, -73.9908081 40.7519433, -73.9909662 40.75201, -73.992517 40.7526646, -73.9928397 40.7528008, -73.9929759 40.7528582, -73.9930842 40.752904, -73.9931148 40.7529169, -73.9946606 40.7535692, -73.9948537 40.7536507, -73.9951877 40.7537916, -73.9952465 40.7538164, -73.9956829 40.7540017, -73.9958428 40.7540713, -73.9959536 40.7541194, -73.9964643 40.7543354, -73.9969207 40.7545289, -73.9970595 40.7545877, -73.997161 40.7546303, -73.9972324 40.754661, -73.9974021 40.754733, -73.9977657 40.7548795, -73.9985245 40.7551998, -73.9986588 40.7552565, -73.9987931 40.7553132, -73.9999743 40.7558116, -74.0000473 40.7558424, -74.0003776 40.7559818, -74.0005227 40.756043, -74.0006628 40.7561021, -74.0007967 40.7561587, -74.0013582 40.7563885, -74.0014797 40.7564426)"
Orchard Street,994.6,"LINESTRING (-73.9921353 40.7144213, -73.9921047 40.7144807, -73.991951 40.7147791, -73.9919265 40.7148266, -73.9918872 40.7149028, -73.9918448 40.714986, -73.9913358 40.7159827, -73.9913119 40.7160318, -73.9912888 40.7160787, -73.9907408 40.717133, -73.9907021 40.7172086, -73.9906669 40.7172788, -73.990285 40.7180204, -73.9902563 40.7180763, -73.9902319 40.7181237, -73.9902048 40.7181772, -73.9901982 40.71819, -73.9898578 40.7188598, -73.9898073 40.7189587, -73.989732 40.7191021, -73.9896846 40.7191962, -73.9895551 40.7194474, -73.9891337 40.7202643, -73.9891119 40.7203066, -73.9890848 40.7203592, -73.9885412 40.7214131, -73.9885157 40.7214626, -73.9884905 40.721512, -73.9883266 40.7218307, -73.9879896 40.7225028, -73.9879609 40.7225573, -73.9879176 40.7226441, -73.9878608 40.7227585)"
West 11th Street,1340.963,"LINESTRING (-73.9950635 40.7340457, -73.9951575 40.7340864, -73.9981478 40.7353381, -73.998274 40.735391, -73.9984077 40.7354463, -74.0008088 40.736439, -74.0008862 40.736471, -74.0009872 40.7365127, -74.001095 40.736564, -74.0012948 40.7365343, -74.0019538 40.7364365, -74.0034804 40.7362099, -74.0035332 40.7362021, -74.0035809 40.736195, -74.0050613 40.7359752, -74.0050902 40.7359709, -74.0051271 40.7359654, -74.0051836 40.735957, -74.0058271 40.7358615, -74.0059318 40.735846, -74.0060412 40.7358319, -74.006085 40.7358261, -74.0067131 40.7357433, -74.006801 40.7357317, -74.006889 40.7357201, -74.0082794 40.7355373, -74.0083743 40.7355248, -74.0084551 40.7355142, -74.0098437 40.7353316, -74.0099713 40.7353148)"
West 163rd Street,793.8309999999999,"LINESTRING (-73.937383 40.83569, -73.937491 40.8357348, -73.9375443 40.8357569, -73.9378384 40.8358804, -73.9392418 40.8364698, -73.9392631 40.8364832, -73.9392792 40.8364989, -73.9393372 40.8365752, -73.9393862 40.836628, -73.9394006 40.8366392, -73.9394161 40.8366479, -73.9394356 40.8366561, -73.9399861 40.8368867, -73.9401714 40.8369643, -73.9402839 40.8370112, -73.9419693 40.837714, -73.9420965 40.837767, -73.9421491 40.8377861, -73.9422972 40.8378398, -73.942354 40.8378643, -73.9423733 40.8378726, -73.9436499 40.83842, -73.9437118 40.8384465, -73.9437512 40.8384634, -73.943808 40.8384878, -73.9438536 40.8385074, -73.9443902 40.8387376, -73.9454299 40.8391842, -73.9454834 40.8392068, -73.945543 40.839232)"
East 41st Street,1028.6570000000002,"LINESTRING (-73.9813803 40.7528159, -73.9812533 40.7527623, -73.9798745 40.7521813, -73.9797626 40.7521339, -73.9796747 40.752097, -73.9783474 40.7515375, -73.9782873 40.7515122, -73.9780469 40.7514108, -73.9779625 40.7513753, -73.9766419 40.7508186, -73.9765292 40.7507711, -73.9764338 40.7507317, -73.9754693 40.7503329, -73.9750681 40.7501666, -73.9749369 40.7501096, -73.9748011 40.7500506, -73.9741404 40.7497712, -73.9740722 40.7497424, -73.9740024 40.7497127, -73.9739631 40.7496954, -73.9736156 40.7495511, -73.9732095 40.7493797, -73.9731292 40.7493455, -73.9728229 40.7492173, -73.9727006 40.7491639, -73.9725521 40.7491015, -73.9717538 40.7487629, -73.9710364 40.7484587, -73.9709247 40.7484102, -73.9707085 40.7483194)"
Frederick Douglass Boulevard,1727.9830000000002,"LINESTRING (-73.946055 40.817175, -73.9460088 40.8172382, -73.9456353 40.817749, -73.945598 40.8178, -73.9455526 40.817862, -73.945315 40.8181864, -73.9451761 40.8183761, -73.945141 40.818424, -73.9450981 40.8184828, -73.9449838 40.8186397, -73.9449097 40.8187414, -73.944724 40.8189962, -73.944687 40.819047, -73.9446383 40.8191143, -73.9444667 40.8193514, -73.9442672 40.8196232, -73.9442303 40.819674, -73.9441875 40.819731, -73.9439764 40.8200221, -73.9438222 40.8202335, -73.9437782 40.8202938, -73.9437303 40.8203592, -73.9433595 40.8208656, -73.943322 40.820917, -73.9432809 40.8209731, -73.9429019 40.8214915, -73.942865 40.821542, -73.9428137 40.8216123, -73.9424489 40.822112, -73.942411 40.822164, -73.9423601 40.8222343, -73.9419903 40.8227451, -73.9419205 40.8228413, -73.9418438 40.8229446, -73.9414713 40.8234495, -73.9414281 40.8235077, -73.9413843 40.8235666, -73.9410123 40.8240776, -73.940971 40.824132, -73.9409227 40.8241957, -73.9405527 40.8247053, -73.940515 40.824757, -73.9404665 40.8248224, -73.9400945 40.8253243, -73.940054 40.825379, -73.940009 40.8254414, -73.9398858 40.8256133, -73.9396446 40.8259485, -73.9396061 40.8260017, -73.939561 40.8260608, -73.939191 40.8265703, -73.939149 40.826626, -73.9391065 40.8266835, -73.9387331 40.8271948, -73.9386924 40.8272499, -73.9386481 40.8273101, -73.9382799 40.82782, -73.938237 40.827877, -73.9381962 40.8279316, -73.9378194 40.8284488, -73.937782 40.8285, -73.9377336 40.8285632, -73.9374328 40.828978, -73.9373468 40.8290921, -73.9372867 40.8291749, -73.9372273 40.8292577, -73.9370405 40.8295069, -73.9366851 40.8299865, -73.9366532 40.8300279, -73.9365349 40.8301875, -73.9363638 40.8304127, -73.9362077 40.8305317, -73.9360476 40.8307376)"
Sherman Avenue,759.909,"LINESTRING (-73.9300037 40.8621121, -73.9298612 40.8621511, -73.9296676 40.8622107, -73.9295376 40.8622529, -73.9294361 40.8623213, -73.9286059 40.8626215, -73.9278446 40.8628975, -73.927766 40.862926, -73.9276899 40.8629542, -73.9270021 40.8632087, -73.926923 40.863238, -73.9268485 40.8632655, -73.9261389 40.8635278, -73.926011 40.863575, -73.9258834 40.8636221, -73.9238688 40.8643655, -73.923767 40.864403, -73.9236716 40.8644383, -73.9219787 40.8650649, -73.921884 40.8651)"
East 55th Street,1321.915,"LINESTRING (-73.9612132 40.7558954, -73.9614926 40.7560143, -73.9616198 40.7560685, -73.9617477 40.7561229, -73.9637241 40.7569642, -73.9638565 40.7570205, -73.964002 40.7570821, -73.9660957 40.7579652, -73.9662476 40.7580289, -73.9663753 40.758084, -73.9671187 40.758393, -73.9672402 40.7584441, -73.9673226 40.7584788, -73.9677383 40.7586538, -73.968336 40.7589049, -73.9684872 40.7589688, -73.9686104 40.759021, -73.9694437 40.7593712, -73.9699586 40.7595934, -73.9699718 40.7595987, -73.970072 40.7596371, -73.970189 40.7596831, -73.9702045 40.7596891, -73.9704525 40.7597948, -73.9714903 40.7602435, -73.9716128 40.7602899, -73.971784 40.7603618, -73.9718978 40.7604097, -73.9731998 40.7609576, -73.9733102 40.7609986, -73.9749271 40.7616758)"
East 13th Street,1616.1449999999998,"LINESTRING (-73.9773526 40.7282532, -73.9779392 40.7284975, -73.9780553 40.7285458, -73.9784567 40.728713, -73.978536 40.728746, -73.9786153 40.7287794, -73.9807619 40.7296845, -73.980858 40.729725, -73.9809566 40.7297665, -73.9829507 40.7306056, -73.9830644 40.7306534, -73.9831802 40.7307023, -73.9832102 40.730715, -73.9847062 40.7313466, -73.9853191 40.7316053, -73.985444 40.731658, -73.9855723 40.7317122, -73.9875551 40.73255, -73.9876833 40.7326041, -73.9878158 40.7326601, -73.9884737 40.7329383, -73.9897559 40.733485, -73.9898448 40.7335229, -73.9899473 40.7335607, -73.9899883 40.7335783, -73.990845 40.7339363, -73.990953 40.7339814, -73.9910508 40.7340225, -73.9921762 40.7344958, -73.9922554 40.7345291, -73.9923582 40.7345724, -73.9940007 40.7352637, -73.9940554 40.7352867, -73.994118 40.735313)"
Walker Street,732.307,"LINESTRING (-74.0064195 40.7204244, -74.0057489 40.7201167, -74.0056591 40.7200755, -74.0055444 40.7200217, -74.005323 40.7199177, -74.0051934 40.7198568, -74.0050359 40.7197854, -74.0044859 40.7195365, -74.0043702 40.7194841, -74.0042512 40.7194295, -74.0026294 40.7186852, -74.0025285 40.7186389, -74.0024447 40.7186004, -74.0018252 40.7183162, -74.0010937 40.7179805, -74.000988 40.717932, -74.0008916 40.7178897, -74.0003824 40.7176671, -74.000274 40.717619, -74.0001899 40.7175883, -73.9995817 40.7173728, -73.9995217 40.7173535, -73.9994477 40.7173295, -73.999383 40.7173096, -73.9991545 40.7172392, -73.9990776 40.7172155, -73.9990463 40.7172198, -73.9988759 40.7172435)"
West 58th Street,1944.297,"LINESTRING (-73.993661 40.7721482, -73.9936028 40.7721236, -73.9924373 40.7716311, -73.9919519 40.771426, -73.9910496 40.7710447, -73.9909124 40.7709867, -73.9907801 40.7709309, -73.988204 40.7698477, -73.9880486 40.7697829, -73.9879518 40.7697409, -73.9876546 40.7696153, -73.9863287 40.7690551, -73.9854126 40.7686663, -73.9853619 40.7686483, -73.9852202 40.7685979, -73.985137 40.7685675, -73.9850928 40.7685511, -73.985067 40.7685416, -73.9847672 40.768418, -73.9846296 40.7683632, -73.9845131 40.7683144, -73.9838318 40.768029, -73.9825166 40.7674723, -73.9823637 40.7673998, -73.9822495 40.7673432, -73.9818442 40.7671783, -73.9817493 40.7671354, -73.9816728 40.7671035, -73.9816254 40.7670838, -73.9815877 40.7670697, -73.9796514 40.7662631, -73.9795321 40.7662134, -73.9794089 40.7661607, -73.9768355 40.7650598, -73.9767052 40.7650041, -73.9765679 40.7649465, -73.9742406 40.7639699, -73.974136 40.7639258, -73.9736128 40.7637036, -73.9734832 40.7636536)"
East 49th Street,1228.499,"LINESTRING (-73.9649161 40.75254, -73.9651396 40.7526344, -73.9658594 40.7529386, -73.9659899 40.7529937, -73.9661765 40.7530717, -73.9664708 40.7531954, -73.9665625 40.7532346, -73.9666582 40.7532743, -73.9667167 40.7532981, -73.9667489 40.7533112, -73.9669829 40.753413, -73.9684774 40.754041, -73.9688487 40.754197, -73.968978 40.754251, -73.9691178 40.75431, -73.9693641 40.754414, -73.970098 40.7547237, -73.9706832 40.7549707, -73.971076 40.755137, -73.9712239 40.7551996, -73.9713857 40.7552673, -73.9715474 40.7553349, -73.9718188 40.755449, -73.9727165 40.7558266, -73.97282 40.75587, -73.9729223 40.7559133, -73.973126 40.7559994, -73.9736605 40.7562256, -73.9742471 40.7564789, -73.974356 40.756526, -73.9745281 40.7565994, -73.9746404 40.7566464, -73.9759411 40.7571905, -73.9760484 40.7572359, -73.9761612 40.7572829, -73.9763052 40.7573431, -73.9765587 40.7574489, -73.9775373 40.7578574, -73.9776624 40.7579096)"
West 152nd Street,742.902,"LINESTRING (-73.949256 40.831695, -73.9473375 40.8308954, -73.9471314 40.8308032, -73.9443743 40.8296401, -73.942224 40.828736, -73.9416821 40.8285068, -73.94154 40.828447)"
West 81st Street,546.22,"LINESTRING (-73.9773536 40.7844692, -73.9772391 40.7844203, -73.9752785 40.7835942, -73.9751019 40.7835117, -73.9746487 40.7833227, -73.9746063 40.7833006, -73.9745717 40.7832757, -73.9745509 40.783258, -73.9745209 40.7832375, -73.9744714 40.7832076, -73.974424 40.7831811, -73.9739751 40.7829894, -73.9730915 40.7826188, -73.9726629 40.7824381, -73.972258 40.7822663, -73.9721341 40.7822135, -73.9718489 40.7820923, -73.9717817 40.7820651, -73.9717224 40.7820388)"
Broadway,1958.6639999999998,"LINESTRING (-74.002091 40.719153, -74.0021807 40.7190476, -74.0024323 40.7187523, -74.0024982 40.7186746, -74.0025285 40.7186389, -74.0025746 40.7185847, -74.0026429 40.7185043, -74.0029533 40.7181394, -74.0030116 40.7180708, -74.003043 40.7180338, -74.0030854 40.7179833, -74.0034938 40.7174957, -74.003533 40.717449, -74.0035645 40.717412, -74.0036313 40.7173337, -74.0039856 40.7169184, -74.004026 40.716871, -74.0040624 40.7168282, -74.0040877 40.7167984, -74.0042041 40.7166598, -74.0044795 40.716345, -74.0045248 40.7162939, -74.0045745 40.7162347, -74.0046842 40.7161049, -74.0048885 40.7158635, -74.0049184 40.7158281, -74.0049384 40.7158045, -74.004976 40.71576, -74.005005 40.7157257, -74.0052355 40.7154537, -74.0053636 40.7153026, -74.00542 40.715236, -74.0054636 40.7151842, -74.0057398 40.7148556, -74.0058382 40.7147386, -74.0058865 40.7146812, -74.0059265 40.7146325, -74.0060126 40.7145279, -74.0062473 40.7142425, -74.0063041 40.7141733, -74.0063641 40.7140988, -74.006426 40.7140224, -74.0065001 40.7139308, -74.0065935 40.7138153, -74.0066313 40.7137685, -74.0067023 40.7136809, -74.006753 40.713618, -74.0068145 40.7135429, -74.0071936 40.7130847, -74.0072254 40.7130447, -74.0073003 40.7129586, -74.007408 40.7128347, -74.0075319 40.7126923, -74.0075952 40.7126176, -74.0076683 40.712544, -74.0077381 40.7124645, -74.0077799 40.7124155, -74.0078971 40.7122694, -74.0080006 40.7121444, -74.0080532 40.7120791, -74.0081342 40.7119884, -74.008189 40.7119265, -74.008263 40.7118453, -74.0084808 40.7115948, -74.0085812 40.7114771, -74.0086548 40.7113948, -74.0086652 40.7113864, -74.008683 40.7113777, -74.0087097 40.7113686, -74.0087299 40.7113606, -74.0087455 40.7113496, -74.0088122 40.7112692, -74.0090639 40.7109698, -74.0090856 40.7109395, -74.0090985 40.710913, -74.0091176 40.7108735, -74.0091313 40.710851, -74.0094416 40.7104782, -74.0094594 40.7104565, -74.009474 40.7104386, -74.009523 40.7103877, -74.0095459 40.7103653, -74.0095499 40.7103606, -74.0095876 40.7103254, -74.0096265 40.7102833, -74.0099401 40.7099169, -74.0099787 40.7098708, -74.0100172 40.7098263, -74.0100498 40.7097866, -74.0100675 40.7097661, -74.0103931 40.7093856, -74.0104917 40.7092678, -74.0105706 40.7091731, -74.010628 40.7091033, -74.0108222 40.7088672, -74.0108604 40.7088206, -74.0108938 40.70878, -74.0110062 40.7086434, -74.0110652 40.7085716, -74.0112371 40.7083626, -74.01129 40.7082982, -74.0112951 40.7082921, -74.0117012 40.7077968, -74.0117237 40.7077691, -74.0117836 40.7076978, -74.0119357 40.707513, -74.0119864 40.7074486, -74.0119962 40.7074357, -74.0124891 40.7068412, -74.0125292 40.7067932, -74.012567 40.7067495, -74.0127593 40.7065188, -74.0128831 40.7063699, -74.0132103 40.7059766, -74.0132529 40.7059253, -74.0132703 40.7059044, -74.0133188 40.7058483, -74.0133569 40.7058049, -74.0133487 40.7057504, -74.0133462 40.7057346, -74.0133445 40.7057251, -74.0133393 40.7056861, -74.013338 40.7056546, -74.0133391 40.7056227, -74.0133464 40.705578, -74.0133543 40.7055179, -74.0133583 40.7054599, -74.0133572 40.7054019, -74.0133536 40.7053189, -74.0133408 40.7051717, -74.0133308 40.7050501, -74.0133273 40.7050087, -74.0133268 40.7050013, -74.0133128 40.7047994, -74.013304 40.7046352, -74.0132895 40.7045644, -74.0132094 40.7041085, -74.0132 40.7040559)"
Broadway,813.028,"LINESTRING (-73.9313239 40.8593291, -73.9312851 40.8594264, -73.9312076 40.8596364, -73.9311638 40.8597508, -73.9310455 40.8600595, -73.9307907 40.8605994, -73.930771 40.860641, -73.9307298 40.8607123, -73.930112 40.8617817, -73.9300657 40.8619046, -73.9300186 40.8620558, -73.9300037 40.8621121, -73.9299945 40.8621837, -73.9299855 40.8622571, -73.9299526 40.8625254, -73.929954 40.8625988, -73.9299977 40.8629234, -73.9300475 40.8632088, -73.930053 40.8632689, -73.9300468 40.8633247, -73.9300194 40.8634187, -73.9299783 40.8635127, -73.9298898 40.8637037, -73.9298666 40.8637441, -73.9297525 40.863904, -73.9296846 40.8639893, -73.9296103 40.8640753, -73.9294671 40.864208, -73.9293146 40.8643406, -73.929162 40.864471, -73.9290947 40.8645253, -73.9289688 40.8646206, -73.9289023 40.8646634, -73.9288454 40.8646937, -73.9282026 40.8650363, -73.9281099 40.8650857, -73.9280508 40.8651172, -73.9277837 40.8652598, -73.9274931 40.8654184, -73.9272714 40.8655306)"
Broadway,975.412,"LINESTRING (-73.9818824 40.7676746, -73.9818343 40.7676557, -73.9817925 40.7676277, -73.9817668 40.7676086, -73.9817433 40.767583, -73.9817259 40.7675489, -73.9817127 40.7675237, -73.9817008 40.7674916, -73.9816966 40.7674614, -73.9816937 40.7674306, -73.9817397 40.7671959, -73.9817493 40.7671354, -73.9817626 40.767052, -73.9818683 40.7664334, -73.9818927 40.7663007, -73.9819115 40.7661962, -73.9820209 40.7655656, -73.9820384 40.7654683, -73.9820552 40.7654173, -73.9822351 40.764833, -73.9822551 40.7647849, -73.9822753 40.7647266, -73.9822866 40.7646939, -73.982492 40.7641264, -73.9825176 40.764058, -73.9825529 40.7639965, -73.9828574 40.7634627, -73.9829033 40.763382, -73.9829335 40.763327, -73.9830954 40.7630311, -73.9832226 40.7627987, -73.9832608 40.7627381, -73.9832839 40.7626983, -73.9832991 40.7626707, -73.9836347 40.7621546, -73.9836782 40.7620858, -73.9837187 40.7620227, -73.9837244 40.7620141, -73.9838813 40.7617781, -73.9840566 40.7615144, -73.9840983 40.7614503, -73.9841402 40.761388, -73.9844765 40.760865, -73.9845109 40.7608012, -73.9845435 40.7607395, -73.9848253 40.7601992, -73.9848594 40.7601305, -73.9848947 40.760053, -73.9851141 40.759496, -73.9851371 40.759438)"
