name,length,geometry
36th Street,712.9549999999999,"LINESTRING (-74.0021589 40.6529468, -74.0043596 40.6542758, -74.004476 40.6543461, -74.0062517 40.6554191, -74.0065979 40.6556319, -74.0087637 40.6569472)"
Broadway,885.4820000000001,"LINESTRING (-73.9685064 40.7107933, -73.9684282 40.7107843, -73.9676651 40.7106991, -73.9668847 40.7106118, -73.9667821 40.7106006, -73.9667146 40.7105931, -73.9660624 40.7105206, -73.9656468 40.7104727, -73.9655979 40.7104671, -73.9654967 40.7104554, -73.9654116 40.7104458, -73.9639911 40.7102812, -73.9638802 40.7102684, -73.9637918 40.7102581, -73.9633041 40.7102412, -73.9637804 40.71034, -73.9638637 40.7103485, -73.9639819 40.7103606, -73.9644321 40.7104069, -73.9653984 40.7105131, -73.9654805 40.7105221, -73.9655846 40.7105345, -73.966206 40.7106085, -73.9666326 40.7106537, -73.9666889 40.7106596, -73.9667521 40.7106663, -73.9668606 40.710678, -73.9676475 40.7107634, -73.9683696 40.7108423, -73.96841 40.7108471, -73.9684877 40.7108555)"
Broadway,1187.212,"LINESTRING (-73.9278278 40.6927883, -73.927507 40.692604, -73.927071 40.692346, -73.92645 40.692002, -73.9263918 40.6919688, -73.9263182 40.6919268, -73.9262522 40.6918891, -73.92555 40.6914885, -73.9253312 40.6913638, -73.924394 40.690829, -73.9243244 40.6907893, -73.924287 40.690768, -73.9240604 40.690639, -73.9236421 40.6904009, -73.9233492 40.6902342, -73.9231623 40.6901279, -73.922806 40.689925, -73.9222067 40.689582, -73.9220611 40.6895011, -73.9220104 40.6894722, -73.9218331 40.6893713, -73.9216007 40.689239, -73.9215715 40.6892224, -73.9213509 40.6890969, -73.9213064 40.6890716, -73.921214 40.689019, -73.920967 40.6888784, -73.9206243 40.6886833, -73.92055 40.688641, -73.9204889 40.6886053, -73.9201327 40.6883975, -73.9200451 40.6883464, -73.9198629 40.68824, -73.91981 40.688211, -73.9197862 40.6881969, -73.9191612 40.6878411, -73.919061 40.687784, -73.9189443 40.6877204, -73.918733 40.6875997, -73.9187098 40.6875869, -73.918294 40.687357, -73.918046 40.687213, -73.9177083 40.6870299, -73.9176491 40.6870017, -73.9175477 40.686947, -73.9175307 40.6869367, -73.9168604 40.6865314, -73.9167871 40.6864931, -73.9167304 40.6864587, -73.9165737 40.6863732)"
Broadway,790.034,"LINESTRING (-73.9115248 40.6835102, -73.9114462 40.6834668, -73.9109083 40.6831694, -73.910769 40.683092, -73.9101508 40.6827327, -73.910067 40.682684, -73.9099824 40.6826361, -73.909275 40.682235, -73.909055 40.682105, -73.9088211 40.6819742, -73.908689 40.6818998, -73.9085994 40.6818499, -73.908517 40.681804, -73.9077729 40.6813777, -73.9070972 40.6809931, -73.907018 40.680948, -73.906949 40.680908, -73.9067101 40.6807567, -73.906282 40.680507, -73.905659 40.680141, -73.9056191 40.6801211, -73.9055347 40.680079, -73.9054229 40.6800114, -73.9053507 40.6799691, -73.9050851 40.6798134, -73.904791 40.679641, -73.9045649 40.6795142, -73.90412 40.6792528, -73.9040604 40.6792177)"
Avenue J,899.639,"LINESTRING (-73.928869 40.628107, -73.9280263 40.6281574, -73.927865 40.628167, -73.9277077 40.6281765, -73.9275838 40.628184, -73.9273937 40.6281955, -73.926858 40.628228, -73.925927 40.628288, -73.924956 40.628349, -73.924298 40.628386, -73.923988 40.628407, -73.923055 40.628467, -73.922087 40.628528, -73.9215746 40.6285587, -73.921119 40.628586, -73.920184 40.628644, -73.919248 40.628702, -73.9190264 40.6287217, -73.9185326 40.6287503, -73.9182447 40.6287698)"
Emmons Avenue,1947.7350000000001,"LINESTRING (-73.9540641 40.5831223, -73.9539033 40.5830725, -73.9535772 40.583103, -73.9534882 40.5831106, -73.9525979 40.5831866, -73.9525011 40.5831949, -73.952418 40.5832025, -73.9515378 40.5832817, -73.9504982 40.5833907, -73.9503951 40.5834013, -73.9503249 40.5834093, -73.9496082 40.5834903, -73.9485782 40.5835779, -73.9484238 40.5835925, -73.9482954 40.5836027, -73.947379 40.5836282, -73.9464936 40.5836573, -73.9464366 40.5836585, -73.9462986 40.5836623, -73.946127 40.5836591, -73.9453465 40.5836254, -73.944861 40.5836029, -73.9440686 40.5835858, -73.943858 40.5835777, -73.9435526 40.5835741, -73.9425752 40.583612, -73.9414762 40.583718, -73.9406997 40.5837413, -73.9397739 40.5837723, -73.9396093 40.5837785, -73.9390861 40.5837982, -73.9387927 40.5838197, -73.9386592 40.5838237, -73.9385461 40.5838241, -73.9371954 40.583866, -73.9365046 40.5838895, -73.9360565 40.583905, -73.9358484 40.5839122, -73.9357921 40.5839142, -73.9354725 40.5839253, -73.9349295 40.5839441, -73.934085 40.5839728, -73.9339593 40.5839864, -73.9338064 40.584003, -73.9331691 40.584032, -73.9329749 40.5840502, -73.9322976 40.5841433, -73.9320456 40.5841779, -73.9312514 40.5842218, -73.931102 40.5842293)"
Livonia Avenue,1539.4170000000001,"LINESTRING (-73.882507 40.666469, -73.8830805 40.6663919, -73.8831277 40.6663856, -73.883199 40.666376, -73.8839453 40.6662702, -73.8840165 40.6662601, -73.8840812 40.666251, -73.884908 40.666134, -73.885795 40.665994, -73.886688 40.665851, -73.887593 40.665717, -73.888498 40.665592, -73.889381 40.665453, -73.890299 40.665312, -73.891214 40.665176, -73.892132 40.665034, -73.893051 40.664902, -73.8939054 40.6647727, -73.894042 40.664752, -73.8941785 40.6647307, -73.895016 40.6646, -73.895921 40.664471, -73.896839 40.664335, -73.897758 40.664201, -73.89868 40.664062, -73.899605 40.663926, -73.900417 40.663806)"
Livonia Avenue,1474.0439999999999,"LINESTRING (-73.918602 40.661118, -73.9184274 40.6611434, -73.918299 40.661162, -73.9181721 40.6611801, -73.917354 40.661297, -73.916434 40.661432, -73.9162598 40.6614626, -73.915477 40.661574, -73.914526 40.661722, -73.913604 40.661854, -73.912686 40.661993, -73.911727 40.662135, -73.910776 40.662278, -73.9107028 40.6622885, -73.909948 40.6623987, -73.909857 40.662412, -73.9096509 40.6624433, -73.9090214 40.6625386, -73.90892 40.662554, -73.9088634 40.6625582, -73.9085558 40.6626053, -73.9083306 40.6626398, -73.9080786 40.6626778, -73.9078922 40.6627064, -73.907089 40.6628257, -73.907035 40.6628337, -73.9064616 40.6629189, -73.9061807 40.6629607, -73.906138 40.662967, -73.9051741 40.6631066, -73.904211 40.663245, -73.9037409 40.6633155, -73.903284 40.663384, -73.902376 40.663517, -73.901451 40.663659)"
Bevy Court,697.9030000000001,"LINESTRING (-73.925241 40.591644, -73.926305 40.592603, -73.927367 40.593563, -73.9284375 40.5945214, -73.929505 40.595481, -73.9305712 40.596441)"
West 8th Street,826.2940000000001,"LINESTRING (-73.9762826 40.579861, -73.9762905 40.5797579, -73.9762979 40.579674, -73.9763323 40.5792871, -73.976545 40.5768883, -73.976548 40.5768549, -73.9765544 40.5767828, -73.9766043 40.5762195, -73.97646 40.5762131, -73.9764167 40.5767739, -73.976399 40.5769759, -73.976347 40.5775677, -73.9762974 40.5781335, -73.9762006 40.5792087, -73.9761609 40.5796893, -73.9761535 40.5797731, -73.9761444 40.5798768)"
Throop Avenue,810.183,"LINESTRING (-73.9439584 40.6982209, -73.9439769 40.698316, -73.9441069 40.6989718, -73.9441216 40.6990462, -73.9441694 40.6992879, -73.9441791 40.6993369, -73.9442389 40.6996394, -73.9442505 40.6996981, -73.9443715 40.7003499, -73.9443862 40.7004288, -73.9444084 40.7005481, -73.9444641 40.7005981, -73.9449624 40.7010447, -73.945014 40.701091, -73.9450862 40.7011556, -73.9455965 40.7016116, -73.945645 40.701655, -73.9457174 40.7017198, -73.9462255 40.702175, -73.946276 40.70222, -73.9463456 40.7022822, -73.9468515 40.7027344, -73.946907 40.702784, -73.9469741 40.7028442, -73.9474875 40.7033052, -73.947539 40.703351, -73.9476081 40.7034117, -73.9481166 40.703858, -73.9481813 40.7039148, -73.9482476 40.7039745, -73.9486201 40.7043097)"
Belmont Avenue,642.108,"LINESTRING (-73.910416 40.668415, -73.909475 40.668561, -73.908556 40.668695, -73.9077265 40.6688188, -73.907638 40.668832, -73.9075642 40.6688429, -73.906673 40.668974, -73.905707 40.669116, -73.904791 40.669254, -73.903884 40.669387, -73.902946 40.66953)"
Belmont Avenue,1211.1470000000002,"LINESTRING (-73.8786466 40.6731194, -73.8777257 40.6732528, -73.8767908 40.6733899, -73.8758867 40.6735229, -73.8749588 40.6736538, -73.8740403 40.6737884, -73.8731109 40.6739072, -73.8723565 40.6740229, -73.8716026 40.6741377, -73.870679 40.6742694, -73.8697501 40.6744014, -73.868828 40.6745314, -73.8679028 40.6746692, -73.8669892 40.6747932, -73.8669013 40.6748061, -73.8662731 40.6748979, -73.8661469 40.6749164, -73.8660688 40.6749278, -73.8659689 40.6749422, -73.8651383 40.6750618, -73.8649693 40.6750904, -73.8647962 40.6751156, -73.8645383 40.6751532)"
Dean Street,1639.0839999999998,"LINESTRING (-73.947074 40.676723, -73.9466196 40.6766979, -73.944303 40.676572, -73.9442835 40.6765709, -73.9415728 40.6764231, -73.941535 40.676421, -73.940944 40.676389, -73.938768 40.676272, -73.938048 40.676233, -73.935997 40.676121, -73.933337 40.6759751, -73.933226 40.675969, -73.9331357 40.6759641, -73.930457 40.675818, -73.927688 40.675663)"
Dean Street,1369.569,"LINESTRING (-73.921975 40.675348, -73.921184 40.675315, -73.919385 40.675213, -73.9170845 40.6750858, -73.9167093 40.6750651, -73.916617 40.67506, -73.9165339 40.6750554, -73.913846 40.674908, -73.911075 40.674757, -73.9102501 40.6747164, -73.9092556 40.6746674, -73.9090869 40.674659, -73.90831 40.674605, -73.9062682 40.6745079, -73.9057749 40.6744894)"
West 31st Street,532.752,"LINESTRING (-73.9970249 40.572754, -73.9970482 40.572876, -73.9974066 40.5747467, -73.997413 40.57478, -73.9974987 40.5752343, -73.9975344 40.5754234, -73.9979059 40.5774136, -73.997883 40.5774955)"
10th Avenue,1118.4009999999998,"LINESTRING (-73.9922519 40.6452276, -73.992308 40.645177, -73.992629 40.644875, -73.9927225 40.644786, -73.992899 40.644618, -73.9934859 40.6440601, -73.9940777 40.6435024, -73.9941947 40.6433731, -73.99426 40.643301, -73.9943548 40.6432136, -73.994648 40.6429431, -73.995229 40.642375, -73.995812 40.641816, -73.996393 40.641256, -73.996974 40.640694, -73.997557 40.640136, -73.9980571 40.6396539, -73.998139 40.639575, -73.998722 40.639016, -73.999305 40.638455, -73.999889 40.637896, -74.00047 40.637337)"
10th Avenue,1932.039,"LINESTRING (-74.006339 40.631694, -74.006921 40.631134, -74.007503 40.630576, -74.008128 40.629974, -74.008754 40.629371, -74.009338 40.628812, -74.009919 40.628252, -74.010014 40.628162, -74.0105 40.627693, -74.011082 40.627134, -74.011665 40.626574, -74.012245 40.626016, -74.0128432 40.6254648, -74.013409 40.624896, -74.014033 40.624294, -74.014662 40.623692, -74.015242 40.623133, -74.015825 40.622574, -74.016406 40.622014, -74.016987 40.621454, -74.01757 40.620899, -74.018152 40.620336, -74.018733 40.619777, -74.019017 40.6195028, -74.019313 40.619217, -74.019894 40.618657, -74.020526 40.618058)"
South 2nd Street,977.316,"LINESTRING (-73.956199 40.711113, -73.9562851 40.711145, -73.9574223 40.7115672, -73.9574692 40.7115846, -73.957535 40.711609, -73.9576202 40.71164, -73.958974 40.7121332, -73.959057 40.7121634, -73.9591653 40.7122031, -73.9604468 40.7126718, -73.9604936 40.7126889, -73.9605614 40.7127138, -73.9606456 40.7127446, -73.9619635 40.7132274, -73.9620184 40.7132468, -73.962081 40.713269, -73.9621599 40.7132979, -73.9634755 40.7137803, -73.9635284 40.7137983, -73.9636025 40.7138234, -73.963692 40.7138536, -73.9641246 40.7140196, -73.9650666 40.7142674, -73.965142 40.71429, -73.9652293 40.714314, -73.9666294 40.7146926, -73.9666925 40.7147094, -73.9667552 40.7147256)"
Meserole Avenue,1207.264,"LINESTRING (-73.944186 40.729442, -73.9442698 40.7294336, -73.9449793 40.7293627, -73.9450374 40.7293569, -73.945116 40.729349, -73.9452023 40.7293405, -73.9459607 40.7292655, -73.9460412 40.7292575, -73.9461417 40.7292467, -73.9467187 40.7290667, -73.9467743 40.7290496, -73.94684 40.729031, -73.9469005 40.729011, -73.9472211 40.728905, -73.9475995 40.72878, -73.947666 40.728758, -73.9477289 40.7287372, -73.9484278 40.7285071, -73.948495 40.728485, -73.9485695 40.7284605, -73.9492552 40.7282347, -73.949321 40.728213, -73.9493887 40.7281907, -73.9499096 40.7280188, -73.9500043 40.7279871, -73.9501326 40.727944, -73.9502227 40.7279138, -73.9509097 40.7276862, -73.950978 40.727664, -73.9510491 40.7276404, -73.9517477 40.7274083, -73.951821 40.727384, -73.9518983 40.7273584, -73.9526004 40.7271259, -73.9526908 40.727105, -73.9527772 40.7270764, -73.9534727 40.7268465, -73.9535492 40.7268212, -73.9536264 40.7267957, -73.9543327 40.7265621, -73.9543948 40.7265416, -73.9544632 40.726519, -73.9551568 40.7262897, -73.9552217 40.7262682, -73.9552887 40.7262461, -73.9559973 40.7260118, -73.9560686 40.7259882, -73.9561741 40.7259533, -73.9569257 40.7257048, -73.9573258 40.7255725, -73.9573469 40.7255682, -73.9573708 40.7255633, -73.9573935 40.7255616, -73.9574204 40.7255632, -73.9574871 40.7255696)"
Hale Avenue,718.8560000000001,"LINESTRING (-73.8797571 40.6794227, -73.8797966 40.6795899, -73.8797993 40.6796015, -73.880213 40.681355, -73.880246 40.681485, -73.880725 40.683409, -73.880995 40.684497, -73.881133 40.685063, -73.8812854 40.6856726, -73.881312 40.685779)"
Norman Avenue,1503.068,"LINESTRING (-73.9551264 40.7243271, -73.9550517 40.7243517, -73.9543434 40.7245853, -73.9542726 40.7246087, -73.9542071 40.7246303, -73.9535137 40.7248589, -73.953447 40.7248809, -73.953383 40.724902, -73.9526768 40.7251349, -73.9526005 40.7251601, -73.9525268 40.7251844, -73.9518266 40.7254153, -73.9517404 40.7254437, -73.9516557 40.7254716, -73.9509553 40.7257026, -73.9508789 40.7257278, -73.9508001 40.7257538, -73.9501011 40.7259843, -73.9500334 40.7260066, -73.9499637 40.7260296, -73.9492775 40.7262558, -73.9491896 40.7262849, -73.949118 40.726301, -73.9490536 40.7263206, -73.9489611 40.7263515, -73.9484413 40.7265249, -73.948373 40.726548, -73.9483096 40.7265689, -73.9476186 40.7267972, -73.947544 40.726822, -73.9474799 40.726843, -73.9467877 40.7270701, -73.946715 40.727094, -73.9466519 40.7271158, -73.9459641 40.7273531, -73.9458951 40.7273769, -73.945735 40.7274038, -73.945659 40.7274111, -73.9448991 40.727484, -73.944808 40.7274931, -73.9447294 40.7275006, -73.9439608 40.7275735, -73.9438743 40.7275817, -73.943796 40.727589, -73.9430351 40.7276596, -73.942943 40.7276682, -73.9428648 40.7276749, -73.942095 40.7277411, -73.941992 40.72775, -73.941901 40.7277587, -73.9416548 40.7277823, -73.941043 40.727841, -73.9410079 40.7278443, -73.9406384 40.7278789, -73.9403855 40.7279026, -73.940115 40.727929, -73.940084 40.7279319, -73.940068 40.7279334, -73.9395587 40.7279808, -73.939181 40.728016, -73.9387752 40.7280504, -73.9383128 40.7280895, -73.938189 40.7281)"
Seaview Avenue,893.723,"LINESTRING (-73.8666837 40.6528698, -73.8660719 40.6533342, -73.865906 40.6534582, -73.8656456 40.653634, -73.8654288 40.6537512, -73.8653289 40.6537945, -73.8636288 40.654532, -73.8634921 40.6546212, -73.8633936 40.6547273, -73.8629925 40.6554046, -73.8629366 40.6555611, -73.8630892 40.6554345, -73.8634451 40.6548403, -73.8635676 40.6546865, -73.8636531 40.6546135, -73.8653772 40.6538563, -73.8654347 40.653831, -73.865604 40.6537492, -73.8658126 40.6536306, -73.8667414 40.6529494)"
Wyona Street,1877.0630000000003,"LINESTRING (-73.893933 40.6759513, -73.89367 40.674822, -73.893352 40.673582, -73.893028 40.672315, -73.8927121 40.6710396, -73.892395 40.669791, -73.892 40.668254, -73.89161 40.666716, -73.8914754 40.6661927, -73.8913031 40.6655115, -73.891214 40.665176, -73.89083 40.663641, -73.89062 40.662924, -73.8904388 40.662677, -73.8892757 40.6610912, -73.8892495 40.6610555, -73.8892 40.660988, -73.8891568 40.6609299, -73.8882958 40.6597705)"
East 26th Street,658.105,"LINESTRING (-73.944012 40.591265, -73.9437988 40.5901445, -73.9437187 40.5897234, -73.943609 40.589147, -73.943185 40.58689, -73.94291 40.585406)"
East 26th Street,822.042,"LINESTRING (-73.951972 40.636901, -73.95212 40.6382998, -73.952133 40.638423, -73.9522665 40.6396451, -73.952278 40.63975, -73.9523656 40.6406059, -73.952369 40.6406386, -73.9523773 40.6407151, -73.9523848 40.6407894, -73.9526135 40.6429267, -73.952622 40.643006, -73.9527443 40.6441859, -73.952753 40.64427)"
East 26th Street,606.5179999999999,"LINESTRING (-73.95279 40.63765, -73.9526922 40.6371346, -73.9524879 40.6360524, -73.952462 40.635922, -73.952041 40.633695, -73.95201 40.633531, -73.951788 40.6323615, -73.951767 40.632251)"
East 26th Street,1780.2199999999998,"LINESTRING (-73.951335 40.629978, -73.9511239 40.6288461, -73.951106 40.62875, -73.9506845 40.6264871, -73.950661 40.626361, -73.9502042 40.6239824, -73.9497687 40.6216744, -73.949752 40.6215861, -73.9497374 40.6215085, -73.9493134 40.6192662, -73.9493 40.6191951, -73.9492868 40.6191256, -73.948846 40.616799, -73.9483683 40.6142539, -73.948345 40.6141298)"
Benson Avenue,976.997,"LINESTRING (-74.013482 40.611038, -74.0127387 40.6105887, -74.0120237 40.6101557, -74.011286 40.6097172, -74.010538 40.609258, -74.009884 40.6088643, -74.009822 40.608827, -74.0097666 40.6087935, -74.009078 40.608378, -74.0085938 40.6080867, -74.008252 40.607881, -74.007447 40.607393, -74.006625 40.606895, -74.005882 40.606447, -74.005167 40.606016, -74.004562 40.6056501, -74.0045149 40.6056219, -74.004425 40.605568)"
Benson Avenue,1654.1079999999997,"LINESTRING (-74.000022 40.602907, -73.999279 40.602458, -73.998563 40.602028, -73.997824 40.601578, -73.997081 40.601129, -73.996365 40.600696, -73.995594 40.600233, -73.994823 40.599764, -73.994107 40.599333, -73.9935049 40.5989737, -73.9933633 40.5988882, -73.9932296 40.5988075, -73.99262 40.598435, -73.991906 40.5980037, -73.9911624 40.5975541, -73.990421 40.597104, -73.989705 40.596671, -73.988964 40.596223, -73.9885768 40.5959916, -73.9882201 40.5957743, -73.9878757 40.5955661, -73.987505 40.595342, -73.986763 40.594894, -73.9866727 40.5948396, -73.986019 40.594446, -73.9851102 40.5939126, -73.9848297 40.5937334, -73.984678 40.593659)"
West 3rd Street,1334.216,"LINESTRING (-73.9751018 40.5990812, -73.975429 40.600809, -73.9755304 40.6013924, -73.975543 40.601465, -73.9755585 40.6015512, -73.975776 40.602763, -73.975971 40.603804, -73.976134 40.604636, -73.97619 40.6049322, -73.976439 40.606249, -73.976847 40.608393, -73.977333 40.6109598)"
West 3rd Street,737.9780000000001,"LINESTRING (-73.9717515 40.5836791, -73.9717571 40.5837303, -73.9719197 40.5845665, -73.971978 40.5848665, -73.9720576 40.5852786, -73.9721083 40.5855412, -73.9721189 40.5855958, -73.9721823 40.5859233, -73.9721974 40.5860029, -73.972216 40.5860923, -73.972301 40.5865337, -73.9723156 40.5866086, -73.9723373 40.58672, -73.9724698 40.5873996, -73.9725869 40.5879997, -73.9725948 40.5880405, -73.972611 40.5881232, -73.9726271 40.5882051, -73.9727568 40.5888712, -73.9729906 40.5901153, -73.9729876 40.5901659, -73.9729829 40.5902472)"
Fillmore Avenue,686.793,"LINESTRING (-73.927761 40.614374, -73.927399 40.614419, -73.926401 40.614479, -73.9259411 40.614508, -73.9257621 40.6145177, -73.925395 40.61454, -73.924467 40.6146, -73.923497 40.614658, -73.922529 40.614719, -73.921594 40.614778, -73.920624 40.614839, -73.919655 40.614898)"
Fillmore Avenue,1376.783,"LINESTRING (-73.940508 40.606642, -73.940061 40.6069226, -73.9397874 40.6070945, -73.939726 40.607133, -73.9396503 40.607182, -73.939397 40.607346, -73.9393423 40.6073814, -73.9392342 40.6074529, -73.9390764 40.6075574, -73.939012 40.6076, -73.9389466 40.6076423, -73.9387764 40.6077523, -73.9387123 40.6077936, -73.9386427 40.6078386, -73.9385945 40.6078698, -73.9385343 40.6079087, -73.9384712 40.6079497, -73.938297 40.608062, -73.9376342 40.6084937, -73.937537 40.608557, -73.9374427 40.6086176, -73.9373864 40.6086537, -73.9370874 40.6088456, -73.936761 40.609055, -73.9367001 40.6090942, -73.9366168 40.6091478, -73.9361131 40.6094719, -73.936046 40.609515, -73.9359815 40.6095564, -73.935331 40.609974, -73.9346866 40.6103994, -73.934622 40.610442, -73.9345532 40.6104857, -73.933902 40.6109, -73.9332443 40.6113257, -73.9331656 40.6113767, -73.9330767 40.6114342, -73.932422 40.611858, -73.93171 40.612322, -73.930998 40.612784, -73.9303429 40.6132046, -73.93028 40.613245, -73.930212 40.613289, -73.9296279 40.6136655, -73.929567 40.613706, -73.9295003 40.6137492, -73.9289145 40.6141282, -73.928853 40.614168, -73.9287841 40.6142131, -73.9284321 40.6144435, -73.9282472 40.6145646, -73.9281988 40.6145963, -73.9280892 40.6146681)"
Quentin Road,1325.278,"LINESTRING (-73.943699 40.610214, -73.943366 40.610399, -73.942652 40.610857, -73.941926 40.611321, -73.941161 40.61182, -73.9409496 40.6119569, -73.9407722 40.6120719, -73.940397 40.612315, -73.939683 40.612782, -73.9389679 40.6132412, -73.9387353 40.6133913, -73.9385799 40.6134917, -73.9384917 40.6135487, -73.9382517 40.6137037, -73.937542 40.614165, -73.9367994 40.6146418, -73.936057 40.615123, -73.935348 40.615584, -73.934633 40.616048, -73.933917 40.616508, -73.933205 40.61697, -73.9326644 40.6173178, -73.932487 40.617432, -73.931731 40.617927)"
Quentin Road,1588.8400000000004,"LINESTRING (-73.9805928 40.6057916, -73.9802897 40.6058226, -73.9802105 40.6058319, -73.9801521 40.6058387, -73.979277 40.605941, -73.978293 40.606043, -73.977365 40.606146, -73.976439 40.606249, -73.975511 40.606351, -73.9745871 40.6064518, -73.9741512 40.6064993, -73.973621 40.606557, -73.9727405 40.6066544, -73.97259 40.606671, -73.9724556 40.6066859, -73.971506 40.606791, -73.9710031 40.6068473, -73.970488 40.606905, -73.96956 40.607005, -73.968634 40.607106, -73.9676286 40.6072217, -73.9675403 40.6072313, -73.9674528 40.6072408, -73.9672615 40.6072615, -73.9670752 40.6072817, -73.9669926 40.6072906, -73.9669177 40.6072987, -73.9663862 40.6073577, -73.9658994 40.60741, -73.9653333 40.6074716, -73.9653126 40.6074739, -73.964816 40.607529, -73.963891 40.60763, -73.9638069 40.607639, -73.962971 40.607729, -73.9621278 40.6078313, -73.9619687 40.6078515)"
Quentin Road,1161.68,"LINESTRING (-73.957261 40.608366, -73.9571263 40.60838, -73.956298 40.608466, -73.955334 40.608573, -73.954389 40.608675, -73.9531762 40.6088169, -73.952158 40.608921, -73.951229 40.609023, -73.950299 40.609125, -73.949376 40.609228, -73.948414 40.609333, -73.947452 40.609436, -73.946524 40.60954, -73.945598 40.609643, -73.944672 40.609743, -73.9441203 40.6098051, -73.943641 40.609859)"
Clinton Avenue,1834.897,"LINESTRING (-73.9697267 40.6978132, -73.9697298 40.6977145, -73.9695331 40.6967191, -73.9695294 40.6967005, -73.9694169 40.6961401, -73.9694016 40.6960641, -73.9693476 40.6957846, -73.9693351 40.6957227, -73.9688265 40.6931996, -73.9688092 40.693114, -73.9687941 40.6930392, -73.9686494 40.692321, -73.9685063 40.6916112, -73.968493 40.691545, -73.9684793 40.6914759, -73.9680935 40.6895318, -73.9680779 40.6894532, -73.968063 40.6893775, -73.967805 40.6880701, -73.967788 40.687984, -73.9677739 40.6879139, -73.9676655 40.6873751, -73.9675082 40.6865935, -73.967493 40.686518, -73.9674808 40.6864566, -73.967072 40.6843998, -73.967056 40.684319, -73.9670443 40.6842596, -73.9669106 40.6835807, -73.9668909 40.6834804, -73.9668734 40.6833924, -73.9665436 40.6817372, -73.9665429 40.6817256, -73.9665423 40.6817147, -73.9665461 40.6816928, -73.9665665 40.6816382, -73.9666177 40.681501)"
West 23rd Street,797.647,"LINESTRING (-73.9907027 40.5793394, -73.9905468 40.578498, -73.99052 40.5783537, -73.9904944 40.5782203, -73.9902456 40.5769303, -73.9901723 40.5765497, -73.990096 40.5761416, -73.9900799 40.5760557, -73.9900613 40.5759618, -73.9900161 40.5757337, -73.9899887 40.575595, -73.9899869 40.5755855, -73.9899574 40.5754322, -73.989953 40.575409, -73.989709 40.574137, -73.9896873 40.5740095, -73.9896652 40.5738887, -73.9895344 40.5731728, -73.9894602 40.5727672, -73.9894138 40.5725132, -73.9893837 40.5723488, -73.9893636 40.5722385)"
56th Street,1410.953,"LINESTRING (-74.002673 40.635019, -74.000599 40.633765, -73.998397 40.632435, -73.996195 40.631106, -73.9957756 40.6308493, -73.9956767 40.6307893, -73.9955595 40.6307182, -73.993995 40.629776, -73.991794 40.628446, -73.989591 40.627117)"
Bay 19th Street,611.698,"LINESTRING (-74.004446 40.604801, -74.0047706 40.6044511, -74.0047922 40.6044278, -74.0051116 40.6040835, -74.005587 40.603571, -74.0061139 40.6030061, -74.0066997 40.6023781, -74.006781 40.602291, -74.0078745 40.6011631, -74.0084421 40.6006181, -74.008714 40.600357)"
Crystal Street,664.509,"LINESTRING (-73.873719 40.672511, -73.8740403 40.6737884, -73.8743542 40.6750585, -73.8746429 40.6762273, -73.874666 40.676321, -73.874975 40.677564, -73.875183 40.678383)"
Lefferts Place,698.8399999999999,"LINESTRING (-73.963474 40.681869, -73.9633759 40.6818482, -73.963313 40.6818348, -73.9623639 40.6816334, -73.9615864 40.6814685, -73.9615232 40.6814551, -73.961424 40.681434, -73.9613224 40.6814127, -73.9612835 40.6814045, -73.9605374 40.6812478, -73.9594754 40.6810247, -73.959323 40.6809927, -73.9585005 40.6808199, -73.958396 40.680798, -73.9583038 40.6807789, -73.9571988 40.6805502, -73.9561699 40.6803372, -73.955841 40.6802691, -73.9558016 40.680261, -73.9556431 40.6802278, -73.9555978 40.6802197, -73.955486 40.680195)"
East 72nd Street,1102.0949999999998,"LINESTRING (-73.89996 40.614211, -73.9011752 40.6153055, -73.901279 40.615399, -73.9030143 40.616956, -73.903099 40.617032, -73.9044939 40.6182856, -73.9048145 40.6185737, -73.904915 40.618664, -73.906632 40.6202071, -73.906731 40.620296, -73.9082978 40.6216931, -73.908393 40.621778)"
East 72nd Street,850.1999999999999,"LINESTRING (-73.9181621 40.628005, -73.917814 40.6278511, -73.916724 40.627369, -73.9146253 40.6264321, -73.9145369 40.6263926, -73.9144289 40.6263434, -73.9143621 40.6263143, -73.914123 40.62621, -73.913647 40.625986, -73.913297 40.625809, -73.912885 40.625584, -73.912518 40.62537, -73.912152 40.625141, -73.912071 40.625088, -73.911442 40.624511, -73.910819 40.62397, -73.9103152 40.6235249, -73.9102144 40.6234358)"
Willmohr Street,653.8199999999999,"LINESTRING (-73.9214881 40.6545997, -73.9213948 40.6546612, -73.9211052 40.654852, -73.921005 40.654918, -73.9208992 40.6549868, -73.920293 40.655381, -73.919578 40.655842, -73.918863 40.656305, -73.918147 40.656766, -73.91727 40.657333, -73.916475 40.65785, -73.915567 40.658393)"
