dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,timestamp_hour,hour_id
1546300800,2019-01-01 00:00:00 ,-18000,New York,40.712775,-74.005973,279.95,278.11,278.9,280.49,1021,,,91,2.6,0,2.92,,,,90,701,Mist,mist,50n,2019-01-01 00:00:00,0
1546304400,2019-01-01 01:00:00 ,-18000,New York,40.712775,-74.005973,280.05,277.56,279.12,280.58,1019,,,92,3.6,90,3.65,,,,90,701,Mist,mist,50n,2019-01-01 01:00:00,1
1546308000,2019-01-01 02:00:00 ,-18000,New York,40.712775,-74.005973,280.34,277.65,279.79,280.98,1017,,,94,4.1,50,4.57,,,,90,701,Mist,mist,50n,2019-01-01 02:00:00,2
1546311600,2019-01-01 03:00:00 ,-18000,New York,40.712775,-74.005973,280.4,277.26,279.79,281.12,1014,,,93,5.1,40,5.04,12.7,,,90,502,Rain,heavy intensity rain,10n,2019-01-01 03:00:00,3
1546315200,2019-01-01 04:00:00 ,-18000,New York,40.712775,-74.005973,281.02,278.75,280.01,281.5,1012,,,94,3.6,40,2.99,,,,90,501,Rain,moderate rain,10n,2019-01-01 04:00:00,4
1546318800,2019-01-01 05:00:00 ,-18000,New York,40.712775,-74.005973,281.92,281.4,280.42,282.68,1009,,,95,1.5,0,3.33,,,,90,501,Rain,moderate rain,10n,2019-01-01 05:00:00,5
1546322400,2019-01-01 06:00:00 ,-18000,New York,40.712775,-74.005973,282.32,281.29,280.42,283.24,1008,,,95,2.1,270,0.76,,,,90,500,Rain,light rain,10n,2019-01-01 06:00:00,6
1546326000,2019-01-01 07:00:00 ,-18000,New York,40.712775,-74.005973,282.67,281.34,280.42,283.8,1005,,,94,2.6,260,0.42,,,,90,500,Rain,light rain,10n,2019-01-01 07:00:00,7
1546329600,2019-01-01 08:00:00 ,-18000,New York,40.712775,-74.005973,283.12,281.07,280.91,284.49,1004,,,95,4.1,280,0.25,,,,90,500,Rain,light rain,10n,2019-01-01 08:00:00,8
1546333200,2019-01-01 09:00:00 ,-18000,New York,40.712775,-74.005973,283.65,283.21,282.01,285.34,1004,,,94,6.2,270,0.25,0.8,,,90,500,Rain,light rain,10n,2019-01-01 09:00:00,9
1546336800,2019-01-01 10:00:00 ,-18000,New York,40.712775,-74.005973,285.19,284.9,283.68,287.16,1003,,,94,5.7,270,0.25,,,,90,701,Mist,mist,50n,2019-01-01 10:00:00,10
1546340400,2019-01-01 11:00:00 ,-18000,New York,40.712775,-74.005973,285.91,285.67,284.31,287.62,1004,,,93,7.7,270,0.25,,,,90,500,Rain,light rain,10n,2019-01-01 11:00:00,11
1546344000,2019-01-01 12:00:00 ,-18000,New York,40.712775,-74.005973,286.48,286.19,285.03,287.78,1004,,,89,8.2,270,0.25,,,,1,500,Rain,light rain,10n,2019-01-01 12:00:00,12
1546347600,2019-01-01 13:00:00 ,-18000,New York,40.712775,-74.005973,286.72,286.38,285.34,288.14,1005,,,86,5.7,270,0.25,,,,20,500,Rain,light rain,10d,2019-01-01 13:00:00,13
1546351200,2019-01-01 14:00:00 ,-18000,New York,40.712775,-74.005973,287.42,287.02,286.14,288.27,1006,,,81,7.2,270,,,,,90,804,Clouds,overcast clouds,04d,2019-01-01 14:00:00,14
1546354800,2019-01-01 15:00:00 ,-18000,New York,40.712775,-74.005973,287.66,287.02,286.88,288.74,1007,,,71,6.2,280,0.25,,,,75,500,Rain,light rain,10d,2019-01-01 15:00:00,15
1546358400,2019-01-01 16:00:00 ,-18000,New York,40.712775,-74.005973,287.46,286.64,286.98,288.24,1008,,,65,4.6,290,0.5,,,,75,500,Rain,light rain,10d,2019-01-01 16:00:00,16
1546362000,2019-01-01 17:00:00 ,-18000,New York,40.712775,-74.005973,286.76,285.61,285.58,287.68,1009,,,55,3.6,330,,,,,40,802,Clouds,scattered clouds,03d,2019-01-01 17:00:00,17
1546365600,2019-01-01 18:00:00 ,-18000,New York,40.712775,-74.005973,286.34,285.07,284.79,287.61,1010,,,52,3.1,280,0.5,,,,1,500,Rain,light rain,10d,2019-01-01 18:00:00,18
1546369200,2019-01-01 19:00:00 ,-18000,New York,40.712775,-74.005973,284.55,283.21,282.8,286.02,1012,,,56,0.0,0,0.51,,,,75,500,Rain,light rain,10d,2019-01-01 19:00:00,19
1546372800,2019-01-01 20:00:00 ,-18000,New York,40.712775,-74.005973,283.16,281.65,281.53,284.35,1014,,,55,3.6,300,0.25,,,,90,500,Rain,light rain,10d,2019-01-01 20:00:00,20
1546376400,2019-01-01 21:00:00 ,-18000,New York,40.712775,-74.005973,282.04,280.59,280.98,282.68,1016,,,56,2.6,0,,,,,90,804,Clouds,overcast clouds,04d,2019-01-01 21:00:00,21
1546380000,2019-01-01 22:00:00 ,-18000,New York,40.712775,-74.005973,281.06,279.82,279.87,282.01,1017,,,57,2.1,0,0.2,,,,20,500,Rain,light rain,10n,2019-01-01 22:00:00,22
1546383600,2019-01-01 23:00:00 ,-18000,New York,40.712775,-74.005973,280.68,279.38,279.31,281.45,1018,,,59,2.1,0,,,,,1,800,Clear,sky is clear,01n,2019-01-01 23:00:00,23
1546387200,2019-01-02 00:00:00 ,-18000,New York,40.712775,-74.005973,280.19,279.42,278.92,280.98,1019,,,61,1.5,0,0.25,,,,40,500,Rain,light rain,10n,2019-01-02 00:00:00,24
1546390800,2019-01-02 01:00:00 ,-18000,New York,40.712775,-74.005973,279.94,279.94,278.92,280.68,1020,,,62,0.0,0,0.25,,,,75,500,Rain,light rain,10n,2019-01-02 01:00:00,25
1546394400,2019-01-02 02:00:00 ,-18000,New York,40.712775,-74.005973,279.65,278.81,278.36,280.48,1021,,,59,1.5,0,,,,,40,802,Clouds,scattered clouds,03n,2019-01-02 02:00:00,26
1546398000,2019-01-02 03:00:00 ,-18000,New York,40.712775,-74.005973,279.15,279.15,278.12,279.98,1021,,,57,0.0,0,0.25,,,,20,500,Rain,light rain,10n,2019-01-02 03:00:00,27
1546401600,2019-01-02 04:00:00 ,-18000,New York,40.712775,-74.005973,278.68,277.7,277.64,279.48,1021,,,56,1.5,320,,,,,20,801,Clouds,few clouds,02n,2019-01-02 04:00:00,28
1546405200,2019-01-02 05:00:00 ,-18000,New York,40.712775,-74.005973,277.89,276.8,276.69,278.68,1022,,,59,1.5,0,0.25,,,,20,500,Rain,light rain,10n,2019-01-02 05:00:00,29
1546408800,2019-01-02 06:00:00 ,-18000,New York,40.712775,-74.005973,277.24,275.35,275.9,278.12,1023,,,60,2.1,0,0.25,,,,1,500,Rain,light rain,10n,2019-01-02 06:00:00,30
1546412400,2019-01-02 07:00:00 ,-18000,New York,40.712775,-74.005973,276.91,274.49,275.42,277.68,1024,,,60,2.6,270,0.25,,,,1,500,Rain,light rain,10n,2019-01-02 07:00:00,31
1546416000,2019-01-02 08:00:00 ,-18000,New York,40.712775,-74.005973,276.42,275.12,274.8,277.18,1025,,,61,1.5,0,,,,,1,800,Clear,sky is clear,01n,2019-01-02 08:00:00,32
1546419600,2019-01-02 09:00:00 ,-18000,New York,40.712775,-74.005973,275.98,275.98,274.8,276.58,1025,,,59,0.0,0,,,,,1,800,Clear,sky is clear,01n,2019-01-02 09:00:00,33
1546423200,2019-01-02 10:00:00 ,-18000,New York,40.712775,-74.005973,275.74,275.74,274.31,276.45,1025,,,59,0.0,0,,,,,1,800,Clear,sky is clear,01n,2019-01-02 10:00:00,34
1546426800,2019-01-02 11:00:00 ,-18000,New York,40.712775,-74.005973,275.48,275.48,273.79,276.45,1026,,,60,0.0,0,,,,,1,800,Clear,sky is clear,01n,2019-01-02 11:00:00,35
1546430400,2019-01-02 12:00:00 ,-18000,New York,40.712775,-74.005973,275.33,273.12,273.12,276.45,1027,,,60,2.1,0,,,,,1,800,Clear,sky is clear,01n,2019-01-02 12:00:00,36
1546434000,2019-01-02 13:00:00 ,-18000,New York,40.712775,-74.005973,275.28,272.13,272.8,276.45,1028,,,61,3.1,0,,,,,1,800,Clear,sky is clear,01d,2019-01-02 13:00:00,37
1546437600,2019-01-02 14:00:00 ,-18000,New York,40.712775,-74.005973,275.45,275.45,274.12,276.12,1028,,,60,0.0,0,,,,,1,800,Clear,sky is clear,01d,2019-01-02 14:00:00,38
1546441200,2019-01-02 15:00:00 ,-18000,New York,40.712775,-74.005973,276.11,273.13,274.31,277.56,1028,,,60,3.1,70,,,,,1,800,Clear,sky is clear,01d,2019-01-02 15:00:00,39
1546444800,2019-01-02 16:00:00 ,-18000,New York,40.712775,-74.005973,276.29,272.98,274.79,277.16,1028,,,58,3.6,40,,,,,40,802,Clouds,scattered clouds,03d,2019-01-02 16:00:00,40
1546448400,2019-01-02 17:00:00 ,-18000,New York,40.712775,-74.005973,277.09,274.31,274.79,279.12,1028,,,55,3.1,50,,,,,20,801,Clouds,few clouds,02d,2019-01-02 17:00:00,41
1546452000,2019-01-02 18:00:00 ,-18000,New York,40.712775,-74.005973,276.98,275.76,275.28,278.83,1027,,,53,1.5,0,,,,,1,800,Clear,sky is clear,01d,2019-01-02 18:00:00,42
1546455600,2019-01-02 19:00:00 ,-18000,New York,40.712775,-74.005973,277.18,274.81,275.68,278.27,1026,,,53,2.6,260,,,,,1,800,Clear,sky is clear,01d,2019-01-02 19:00:00,43
1546459200,2019-01-02 20:00:00 ,-18000,New York,40.712775,-74.005973,276.9,274.08,275.9,277.61,1026,,,57,3.1,240,0.25,,,,1,500,Rain,light rain,10d,2019-01-02 20:00:00,44
1546462800,2019-01-02 21:00:00 ,-18000,New York,40.712775,-74.005973,276.66,273.43,275.13,277.56,1025,,,59,3.6,180,,,,,1,800,Clear,sky is clear,01d,2019-01-02 21:00:00,45
1546466400,2019-01-02 22:00:00 ,-18000,New York,40.712775,-74.005973,276.14,273.58,274.84,276.56,1025,,,63,2.6,0,,,,,40,802,Clouds,scattered clouds,03n,2019-01-02 22:00:00,46
1546470000,2019-01-02 23:00:00 ,-18000,New York,40.712775,-74.005973,276.12,273.55,275.13,276.6,1025,,,63,2.6,170,0.25,,,,90,500,Rain,light rain,10n,2019-01-02 23:00:00,47
1546473600,2019-01-03 00:00:00 ,-18000,New York,40.712775,-74.005973,276.22,273.67,275.13,276.6,1025,,,62,2.6,130,0.25,,,,90,500,Rain,light rain,10n,2019-01-03 00:00:00,48
1546477200,2019-01-03 01:00:00 ,-18000,New York,40.712775,-74.005973,276.26,272.63,275.58,276.68,1023,,,62,4.1,150,,,,,90,804,Clouds,overcast clouds,04n,2019-01-03 01:00:00,49
1546480800,2019-01-03 02:00:00 ,-18000,New York,40.712775,-74.005973,276.72,273.86,275.68,277.28,1022,,,62,3.1,160,,,,,90,804,Clouds,overcast clouds,04n,2019-01-03 02:00:00,50
1546484400,2019-01-03 03:00:00 ,-18000,New York,40.712775,-74.005973,277.18,274.42,275.98,277.88,1021,,,64,3.1,0,,,,,90,804,Clouds,overcast clouds,04n,2019-01-03 03:00:00,51
1546488000,2019-01-03 04:00:00 ,-18000,New York,40.712775,-74.005973,277.45,274.4,276.46,278.12,1020,,,66,3.6,180,,,,,90,804,Clouds,overcast clouds,04n,2019-01-03 04:00:00,52
1546491600,2019-01-03 05:00:00 ,-18000,New York,40.712775,-74.005973,277.85,276.75,276.46,278.68,1019,,,70,1.5,170,,,,,90,804,Clouds,overcast clouds,04n,2019-01-03 05:00:00,53
1546495200,2019-01-03 06:00:00 ,-18000,New York,40.712775,-74.005973,277.84,275.21,276.46,278.68,1018,,,77,3.1,160,,,,,90,500,Rain,light rain,10n,2019-01-03 06:00:00,54
1546498800,2019-01-03 07:00:00 ,-18000,New York,40.712775,-74.005973,277.91,276.14,276.45,278.83,1017,,,80,2.1,0,,,,,90,300,Drizzle,light intensity drizzle,09n,2019-01-03 07:00:00,55
1546502400,2019-01-03 08:00:00 ,-18000,New York,40.712775,-74.005973,278.02,276.95,276.01,279.23,1016,,,82,1.5,100,0.12,,,,90,500,Rain,light rain,10n,2019-01-03 08:00:00,56
1546506000,2019-01-03 09:00:00 ,-18000,New York,40.712775,-74.005973,278.59,276.93,276.53,279.48,1013,,,80,2.1,150,0.14,,,,90,500,Rain,light rain,10n,2019-01-03 09:00:00,57
1546509600,2019-01-03 10:00:00 ,-18000,New York,40.712775,-74.005973,278.96,278.96,277.01,279.79,1013,,,80,0.0,0,0.12,,,,90,500,Rain,light rain,10n,2019-01-03 10:00:00,58
1546513200,2019-01-03 11:00:00 ,-18000,New York,40.712775,-74.005973,279.39,277.87,277.12,280.34,1012,,,81,2.1,260,32.77,,,,90,503,Rain,very heavy rain,10n,2019-01-03 11:00:00,59
1546516800,2019-01-03 12:00:00 ,-18000,New York,40.712775,-74.005973,279.64,277.06,277.04,280.45,1012,,,81,3.6,270,,,,,90,804,Clouds,overcast clouds,04n,2019-01-03 12:00:00,60
1546520400,2019-01-03 13:00:00 ,-18000,New York,40.712775,-74.005973,279.2,275.5,277.71,280.34,1013,,,80,5.7,270,,,,,40,802,Clouds,scattered clouds,03d,2019-01-03 13:00:00,61
1546524000,2019-01-03 14:00:00 ,-18000,New York,40.712775,-74.005973,279.15,276.47,278.13,280.34,1013,,,79,3.6,270,,,,,75,803,Clouds,broken clouds,04d,2019-01-03 14:00:00,62
1546527600,2019-01-03 15:00:00 ,-18000,New York,40.712775,-74.005973,279.17,277.18,278.68,280.13,1014,,,78,2.6,0,0.25,,,,40,500,Rain,light rain,10d,2019-01-03 15:00:00,63
1546531200,2019-01-03 16:00:00 ,-18000,New York,40.712775,-74.005973,279.78,277.55,278.98,280.56,1014,,,69,3.1,0,,,,,20,801,Clouds,few clouds,02d,2019-01-03 16:00:00,64
1546534800,2019-01-03 17:00:00 ,-18000,New York,40.712775,-74.005973,279.22,276.55,277.75,280.34,1014,,,62,3.6,340,,,,,75,500,Rain,light rain,10d,2019-01-03 17:00:00,65
1546538400,2019-01-03 18:00:00 ,-18000,New York,40.712775,-74.005973,279.56,278.7,278.68,280.34,1014,,,55,1.5,0,0.25,,,,75,500,Rain,light rain,10d,2019-01-03 18:00:00,66
1546542000,2019-01-03 19:00:00 ,-18000,New York,40.712775,-74.005973,279.27,279.27,278.48,280.01,1014,,,51,0.0,0,,,,,20,801,Clouds,few clouds,02d,2019-01-03 19:00:00,67
1546545600,2019-01-03 20:00:00 ,-18000,New York,40.712775,-74.005973,279.18,279.18,278.13,280.13,1015,,,52,0.0,0,,,,,20,801,Clouds,few clouds,02d,2019-01-03 20:00:00,68
1546549200,2019-01-03 21:00:00 ,-18000,New York,40.712775,-74.005973,278.61,277.62,277.56,279.23,1015,,,54,1.5,0,,,,,75,803,Clouds,broken clouds,04d,2019-01-03 21:00:00,69
1546552800,2019-01-03 22:00:00 ,-18000,New York,40.712775,-74.005973,277.79,275.54,276.46,278.73,1016,,,55,2.6,240,0.25,,,,20,500,Rain,light rain,10n,2019-01-03 22:00:00,70
1546556400,2019-01-03 23:00:00 ,-18000,New York,40.712775,-74.005973,277.47,275.62,276.14,278.13,1016,,,55,2.1,0,,,,,75,803,Clouds,broken clouds,04n,2019-01-03 23:00:00,71
1546560000,2019-01-04 00:00:00 ,-18000,New York,40.712775,-74.005973,277.06,274.67,275.45,277.78,1017,,,57,2.6,0,,,,,75,803,Clouds,broken clouds,04n,2019-01-04 00:00:00,72
1546563600,2019-01-04 01:00:00 ,-18000,New York,40.712775,-74.005973,277.07,275.87,274.87,277.68,1018,,,58,1.5,0,,,,,1,800,Clear,sky is clear,01n,2019-01-04 01:00:00,73
1546567200,2019-01-04 02:00:00 ,-18000,New York,40.712775,-74.005973,276.91,274.97,274.31,277.68,1017,,,59,2.1,0,,,,,75,803,Clouds,broken clouds,04n,2019-01-04 02:00:00,74
1546570800,2019-01-04 03:00:00 ,-18000,New York,40.712775,-74.005973,276.55,274.55,274.12,277.68,1017,,,62,2.1,240,0.25,,,,90,500,Rain,light rain,10n,2019-01-04 03:00:00,75
1546574400,2019-01-04 04:00:00 ,-18000,New York,40.712775,-74.005973,276.42,273.14,273.24,277.68,1017,,,64,3.6,260,,,,,1,800,Clear,sky is clear,01n,2019-01-04 04:00:00,76
1546578000,2019-01-04 05:00:00 ,-18000,New York,40.712775,-74.005973,275.94,273.34,272.68,277.38,1017,,,66,2.6,270,,,,,1,800,Clear,sky is clear,01n,2019-01-04 05:00:00,77
1546581600,2019-01-04 06:00:00 ,-18000,New York,40.712775,-74.005973,275.63,272.18,272.57,277.54,1017,,,67,3.6,270,,,,,1,800,Clear,sky is clear,01n,2019-01-04 06:00:00,78
1546585200,2019-01-04 07:00:00 ,-18000,New York,40.712775,-74.005973,275.29,272.14,273.13,277.12,1017,,,68,3.1,270,0.23,,,,1,500,Rain,light rain,10n,2019-01-04 07:00:00,79
1546588800,2019-01-04 08:00:00 ,-18000,New York,40.712775,-74.005973,274.92,271.69,272.1,276.88,1017,,,69,3.1,260,,,,,1,800,Clear,sky is clear,01n,2019-01-04 08:00:00,80
1546592400,2019-01-04 09:00:00 ,-18000,New York,40.712775,-74.005973,274.84,271.6,272.02,276.5,1017,,,69,3.1,270,,0.3,,,1,500,Rain,light rain,10n,2019-01-04 09:00:00,81
1546596000,2019-01-04 10:00:00 ,-18000,New York,40.712775,-74.005973,274.77,271.51,271.46,276.5,1017,,,70,3.1,270,,,,,1,800,Clear,sky is clear,01n,2019-01-04 10:00:00,82
1546599600,2019-01-04 11:00:00 ,-18000,New York,40.712775,-74.005973,274.78,271.14,271.46,276.5,1017,,,71,3.6,260,,,,,1,800,Clear,sky is clear,01n,2019-01-04 11:00:00,83
1546603200,2019-01-04 12:00:00 ,-18000,New York,40.712775,-74.005973,274.72,271.07,271.46,276.5,1017,,,72,3.6,270,,,,,1,800,Clear,sky is clear,01n,2019-01-04 12:00:00,84
1546606800,2019-01-04 13:00:00 ,-18000,New York,40.712775,-74.005973,274.85,271.23,272.57,276.56,1017,,,72,3.6,240,,,,,1,800,Clear,sky is clear,01d,2019-01-04 13:00:00,85
1546610400,2019-01-04 14:00:00 ,-18000,New York,40.712775,-74.005973,275.55,272.08,273.69,277.23,1017,,,71,3.6,260,,,,,1,800,Clear,sky is clear,01d,2019-01-04 14:00:00,86
1546614000,2019-01-04 15:00:00 ,-18000,New York,40.712775,-74.005973,276.6,272.76,275.88,278.73,1017,,,68,4.6,230,,,,,1,800,Clear,sky is clear,01d,2019-01-04 15:00:00,87
1546617600,2019-01-04 16:00:00 ,-18000,New York,40.712775,-74.005973,278.15,274.68,277.01,279.84,1016,,,63,4.6,240,,,,,1,800,Clear,sky is clear,01d,2019-01-04 16:00:00,88
1546621200,2019-01-04 17:00:00 ,-18000,New York,40.712775,-74.005973,279.07,275.59,278.28,280.34,1014,,,60,5.1,260,0.25,,,,1,500,Rain,light rain,10d,2019-01-04 17:00:00,89
1546624800,2019-01-04 18:00:00 ,-18000,New York,40.712775,-74.005973,280.01,275.99,278.69,280.95,1014,,,58,7.2,250,,,,,1,800,Clear,sky is clear,01d,2019-01-04 18:00:00,90
1546628400,2019-01-04 19:00:00 ,-18000,New York,40.712775,-74.005973,280.47,276.92,279.68,281.45,1013,,,58,6.2,250,,,,,1,800,Clear,sky is clear,01d,2019-01-04 19:00:00,91
1546632000,2019-01-04 20:00:00 ,-18000,New York,40.712775,-74.005973,280.75,277.91,279.8,281.45,1013,,,58,4.6,250,,,,,1,800,Clear,sky is clear,01d,2019-01-04 20:00:00,92
1546635600,2019-01-04 21:00:00 ,-18000,New York,40.712775,-74.005973,280.57,277.93,279.68,281.5,1013,,,60,4.1,230,,,,,1,800,Clear,sky is clear,01d,2019-01-04 21:00:00,93
1546639200,2019-01-04 22:00:00 ,-18000,New York,40.712775,-74.005973,280.33,277.64,279.13,281.12,1013,,,64,4.1,250,,,,,1,800,Clear,sky is clear,01n,2019-01-04 22:00:00,94
1546642800,2019-01-04 23:00:00 ,-18000,New York,40.712775,-74.005973,280.05,277.56,278.69,281.12,1013,,,68,3.6,240,,,,,1,800,Clear,sky is clear,01n,2019-01-04 23:00:00,95
1546646400,2019-01-05 00:00:00 ,-18000,New York,40.712775,-74.005973,280.03,277.85,278.69,281.12,1012,,,72,3.1,240,,,,,1,800,Clear,sky is clear,01n,2019-01-05 00:00:00,96
1546650000,2019-01-05 01:00:00 ,-18000,New York,40.712775,-74.005973,279.93,278.08,278.68,281.12,1012,,,75,2.6,260,,,,,1,800,Clear,sky is clear,01n,2019-01-05 01:00:00,97
1546653600,2019-01-05 02:00:00 ,-18000,New York,40.712775,-74.005973,279.97,278.54,278.12,281.01,1011,,,76,2.1,280,,,,,75,803,Clouds,broken clouds,04n,2019-01-05 02:00:00,98
1546657200,2019-01-05 03:00:00 ,-18000,New York,40.712775,-74.005973,280.19,280.19,278.12,281.34,1010,,,76,0.0,0,,,,,1,800,Clear,sky is clear,01n,2019-01-05 03:00:00,99
1546660800,2019-01-05 04:00:00 ,-18000,New York,40.712775,-74.005973,280.4,280.4,279.07,281.56,1009,,,76,0.0,0,0.2,,,,90,500,Rain,light rain,10n,2019-01-05 04:00:00,100
1546664400,2019-01-05 05:00:00 ,-18000,New York,40.712775,-74.005973,280.74,280.74,278.69,281.69,1008,,,75,0.0,0,0.79,,,,90,500,Rain,light rain,10n,2019-01-05 05:00:00,101
1546668000,2019-01-05 06:00:00 ,-18000,New York,40.712775,-74.005973,280.01,278.59,278.68,281.02,1007,,,84,2.1,30,0.31,,,,90,500,Rain,light rain,10n,2019-01-05 06:00:00,102
1546671600,2019-01-05 07:00:00 ,-18000,New York,40.712775,-74.005973,279.57,277.65,278.12,280.49,1007,,,90,2.6,40,1.19,,,,90,701,Mist,mist,50n,2019-01-05 07:00:00,103
1546675200,2019-01-05 08:00:00 ,-18000,New York,40.712775,-74.005973,279.29,276.64,278.12,280.34,1006,,,92,3.6,40,1.56,,,,90,701,Mist,mist,50n,2019-01-05 08:00:00,104
1546678800,2019-01-05 09:00:00 ,-18000,New York,40.712775,-74.005973,279.35,277.03,278.12,280.49,1004,,,92,3.1,30,0.8,2.0,,,90,500,Rain,light rain,10n,2019-01-05 09:00:00,105
1546682400,2019-01-05 10:00:00 ,-18000,New York,40.712775,-74.005973,279.36,275.95,278.12,280.49,1003,,,93,5.1,30,0.88,,,,90,500,Rain,light rain,10n,2019-01-05 10:00:00,106
1546686000,2019-01-05 11:00:00 ,-18000,New York,40.712775,-74.005973,279.39,276.22,278.12,280.34,1002,,,93,4.6,30,0.25,,,,90,500,Rain,light rain,10n,2019-01-05 11:00:00,107
1546689600,2019-01-05 12:00:00 ,-18000,New York,40.712775,-74.005973,279.57,275.97,278.12,280.34,1001,,,94,5.7,40,0.11,,,,90,500,Rain,light rain,10n,2019-01-05 12:00:00,108
1546693200,2019-01-05 13:00:00 ,-18000,New York,40.712775,-74.005973,279.67,275.9,278.68,280.34,1000,,,94,6.2,40,0.25,,,,90,500,Rain,light rain,10d,2019-01-05 13:00:00,109
1546696800,2019-01-05 14:00:00 ,-18000,New York,40.712775,-74.005973,279.91,275.7,279.12,280.34,999,,,94,7.7,30,0.88,,,,90,701,Mist,mist,50d,2019-01-05 14:00:00,110
1546700400,2019-01-05 15:00:00 ,-18000,New York,40.712775,-74.005973,280.11,276.28,279.12,280.49,999,,,94,6.7,30,0.42,0.9,,,90,500,Rain,light rain,10d,2019-01-05 15:00:00,111
1546704000,2019-01-05 16:00:00 ,-18000,New York,40.712775,-74.005973,280.26,276.01,278.92,281.13,997,,,93,8.2,30,0.57,,,,90,500,Rain,light rain,10d,2019-01-05 16:00:00,112
1546707600,2019-01-05 17:00:00 ,-18000,New York,40.712775,-74.005973,280.47,276.92,279.12,281.5,997,,,92,6.2,30,0.96,,,,90,701,Mist,mist,50d,2019-01-05 17:00:00,113
1546711200,2019-01-05 18:00:00 ,-18000,New York,40.712775,-74.005973,280.3,277.35,279.12,281.13,996,,,93,4.6,30,0.44,,,,90,500,Rain,light rain,10d,2019-01-05 18:00:00,114
1546714800,2019-01-05 19:00:00 ,-18000,New York,40.712775,-74.005973,280.28,278.5,279.79,281.13,996,,,92,2.6,0,0.3,,,,90,500,Rain,light rain,10d,2019-01-05 19:00:00,115
1546718400,2019-01-05 20:00:00 ,-18000,New York,40.712775,-74.005973,280.64,279.33,279.79,281.29,997,,,90,2.1,0,0.33,,,,90,701,Mist,mist,50d,2019-01-05 20:00:00,116
1546722000,2019-01-05 21:00:00 ,-18000,New York,40.712775,-74.005973,280.49,279.77,279.45,281.18,999,,,91,1.5,0,0.66,0.8,,,90,701,Mist,mist,50d,2019-01-05 21:00:00,117
1546725600,2019-01-05 22:00:00 ,-18000,New York,40.712775,-74.005973,279.86,279.05,279.13,280.37,1000,,,92,1.5,280,0.61,,,,90,701,Mist,mist,50n,2019-01-05 22:00:00,118
1546729200,2019-01-05 23:00:00 ,-18000,New York,40.712775,-74.005973,279.89,278.45,279.13,280.34,1002,,,91,2.1,0,0.4,,,,90,500,Rain,light rain,10n,2019-01-05 23:00:00,119
1546732800,2019-01-06 00:00:00 ,-18000,New York,40.712775,-74.005973,280.2,279.43,279.31,281.13,1003,,,91,1.5,0,0.3,,,,90,500,Rain,light rain,10n,2019-01-06 00:00:00,120
1546736400,2019-01-06 01:00:00 ,-18000,New York,40.712775,-74.005973,280.24,279.48,278.69,281.28,1004,,,87,1.5,260,,,,,40,802,Clouds,scattered clouds,03n,2019-01-06 01:00:00,121
1546740000,2019-01-06 02:00:00 ,-18000,New York,40.712775,-74.005973,279.87,278.43,278.12,281.08,1005,,,83,2.1,0,,,,,1,800,Clear,sky is clear,01n,2019-01-06 02:00:00,122
1546743600,2019-01-06 03:00:00 ,-18000,New York,40.712775,-74.005973,279.79,278.33,278.13,280.68,1006,,,76,2.1,0,,,,,1,800,Clear,sky is clear,01n,2019-01-06 03:00:00,123
1546747200,2019-01-06 04:00:00 ,-18000,New York,40.712775,-74.005973,279.07,278.15,277.25,280.12,1006,,,75,1.5,0,,,,,1,800,Clear,sky is clear,01n,2019-01-06 04:00:00,124
1546750800,2019-01-06 05:00:00 ,-18000,New York,40.712775,-74.005973,278.44,277.43,277.01,279.38,1007,,,74,1.5,0,,,,,1,800,Clear,sky is clear,01n,2019-01-06 05:00:00,125
1546754400,2019-01-06 06:00:00 ,-18000,New York,40.712775,-74.005973,277.92,275.69,276.56,279.12,1008,,,72,2.6,260,,,,,1,800,Clear,sky is clear,01n,2019-01-06 06:00:00,126
1546758000,2019-01-06 07:00:00 ,-18000,New York,40.712775,-74.005973,277.71,276.6,275.91,278.88,1009,,,72,1.5,0,,,,,1,800,Clear,sky is clear,01n,2019-01-06 07:00:00,127
1546761600,2019-01-06 08:00:00 ,-18000,New York,40.712775,-74.005973,277.78,275.14,276.45,278.78,1009,,,72,3.1,250,,,,,1,800,Clear,sky is clear,01n,2019-01-06 08:00:00,128
1546765200,2019-01-06 09:00:00 ,-18000,New York,40.712775,-74.005973,277.76,275.96,275.91,278.39,1009,,,74,2.1,0,0.25,,,,1,500,Rain,light rain,10n,2019-01-06 09:00:00,129
1546768800,2019-01-06 10:00:00 ,-18000,New York,40.712775,-74.005973,278.68,276.22,276.69,279.98,1010,,,73,3.1,0,,,,,90,804,Clouds,overcast clouds,04n,2019-01-06 10:00:00,130
1546772400,2019-01-06 11:00:00 ,-18000,New York,40.712775,-74.005973,279.71,278.24,277.78,281.12,1010,,,72,2.1,270,,,,,90,804,Clouds,overcast clouds,04n,2019-01-06 11:00:00,131
1546776000,2019-01-06 12:00:00 ,-18000,New York,40.712775,-74.005973,279.66,277.09,278.12,280.48,1010,,,73,3.6,270,,,,,90,804,Clouds,overcast clouds,04n,2019-01-06 12:00:00,132
